"char1","n","chapter","book","prob"
"r",1687,87,1,0.0505301623434973
"s",1707,87,1,0.0511292158389744
"t",2242,87,1,0.0671538968429881
"u",772,87,1,0.0231234649254178
"v",217,87,1,0.00649973042592704
"w",636,87,1,0.0190499011561732
"x",47,87,1,0.00140777571437129
"y",507,87,1,0.0151860061103457
"z",30,87,1,0.000898580243215719
" ",8772,88,1,0.219981944026482
"a",2522,88,1,0.0632460627946635
"b",386,88,1,0.00968000802487712
"c",785,88,1,0.0196860266827164
"d",1380,88,1,0.0346072825759856
"e",3562,88,1,0.0893269134316381
"f",556,88,1,0.0139432239943826
"g",604,88,1,0.015146955562243
"h",1749,88,1,0.0438609690039121
"i",2396,88,1,0.06008626742903
"j",103,88,1,0.00258300732270037
"k",436,88,1,0.0109338950747317
"l",1195,88,1,0.0299679004915237
"m",1094,88,1,0.0274350486508175
"n",2086,88,1,0.0523121677199318
"o",2069,88,1,0.0518858461229812
"p",658,88,1,0.0165011535760859
"q",40,88,1,0.00100310963988364
"r",2058,88,1,0.0516099909720132
"s",2059,88,1,0.0516350687130103
"t",2606,88,1,0.0653525930384191
"u",987,88,1,0.0247517303641288
"v",279,88,1,0.00699668973818838
"w",725,88,1,0.018181362222891
"x",47,88,1,0.00117865382686328
"y",630,88,1,0.0157989768281673
"z",92,88,1,0.00230715217173237
" ",3042,89,1,0.221849474912485
"a",848,89,1,0.0618436406067678
"b",160,89,1,0.0116686114352392
"c",302,89,1,0.022024504084014
"d",512,89,1,0.0373395565927655
"e",1270,89,1,0.0926196032672112
"f",200,89,1,0.014585764294049
"g",205,89,1,0.0149504084014002
"h",551,89,1,0.040183780630105
"i",745,89,1,0.0543319719953326
"j",17,89,1,0.00123978996499417
"k",108,89,1,0.00787631271878646
"l",534,89,1,0.0389439906651109
"m",350,89,1,0.0255250875145858
"n",672,89,1,0.0490081680280047
"o",723,89,1,0.0527275379229872
"p",260,89,1,0.0189614935822637
"q",20,89,1,0.0014585764294049
"r",696,89,1,0.0507584597432905
"s",773,89,1,0.0563739789964994
"t",909,89,1,0.0662922987164527
"u",290,89,1,0.0211493582263711
"v",82,89,1,0.00598016336056009
"w",240,89,1,0.0175029171528588
"x",17,89,1,0.00123978996499417
"y",186,89,1,0.0135647607934656
" ",4573,90,1,0.221013967425451
"a",1347,90,1,0.0651007684500507
"b",218,90,1,0.0105359818278479
"c",357,90,1,0.0172538784978976
"d",765,90,1,0.0369725967812092
"e",2000,90,1,0.0966603837417234
"f",333,90,1,0.016093953892997
"g",335,90,1,0.0161906142767387
"h",974,90,1,0.0470736068822193
"i",1136,90,1,0.0549030979652989
"j",15,90,1,0.000724952878062926
"k",131,90,1,0.00633125513508289
"l",703,90,1,0.0339761248852158
"m",522,90,1,0.0252283601565898
"n",1081,90,1,0.0522449374124015
"o",1163,90,1,0.0562080131458122
"p",315,90,1,0.0152240104393214
"q",23,90,1,0.00111159441302982
"r",983,90,1,0.0475085786090571
"s",1117,90,1,0.0539848243197526
"t",1351,90,1,0.0652940892175342
"u",387,90,1,0.0187037842540235
"v",156,90,1,0.00753950993185443
"w",382,90,1,0.0184621332946692
"x",24,90,1,0.00115992460490068
"y",297,90,1,0.0143540669856459
"z",3,90,1,0.000144990575612585
" ",10252,91,1,0.209729552800622
"a",3261,91,1,0.0667116730084694
"b",544,91,1,0.0111288408821243
"c",1101,91,1,0.0225236283294464
"d",1847,91,1,0.0377848696861831
"e",4662,91,1,0.0953725297655579
"f",838,91,1,0.0171433247412135
"g",807,91,1,0.0165091444703572
"h",2498,91,1,0.0511026553741664
"i",2523,91,1,0.0516140910764699
"j",42,91,1,0.000859211979869891
"k",441,91,1,0.00902172578863385
"l",1734,91,1,0.0354731803117712
"m",984,91,1,0.020130109242666
"n",2539,91,1,0.0519414099259441
"o",2691,91,1,0.0550509389959494
"p",753,91,1,0.0154044433533816
"q",30,91,1,0.000613722842764208
"r",2327,91,1,0.0476044351704104
"s",2373,91,1,0.0485454768626488
"t",3420,91,1,0.0699644040751197
"u",1012,91,1,0.0207029172292459
"v",304,91,1,0.00621905814001064
"w",1006,91,1,0.0205801726606931
"x",59,91,1,0.00120698825743628
"y",825,91,1,0.0168773781760157
"z",9,91,1,0.000184116852829262
" ",4695,92,1,0.203502232239608
"a",1481,92,1,0.0641931429066794
"b",381,92,1,0.016514238654588
"c",466,92,1,0.0201985176195223
"d",885,92,1,0.0383598456937281
"e",2218,92,1,0.0961380087555806
"f",418,92,1,0.0181179836157947
"g",496,92,1,0.0214988513718521
"h",1314,92,1,0.0569546183520437
"i",1231,92,1,0.0533570283039313
"j",10,92,1,0.000433444584109922
"k",151,92,1,0.00654501322005982
"l",774,92,1,0.0335486108101079
"m",405,92,1,0.0175545056564518
"n",1230,92,1,0.0533136838455203
"o",1339,92,1,0.0580382298123185
"p",273,92,1,0.0118330371462009
"q",17,92,1,0.000736855792986867
"r",1101,92,1,0.0477222487105024
"s",1122,92,1,0.0486324823371332
"t",1634,92,1,0.0708248450435612
"u",501,92,1,0.0217155736639071
"v",148,92,1,0.00641497984482684
"w",426,92,1,0.0184647392830827
"x",46,92,1,0.00199384508690564
"y",298,92,1,0.0129166486064757
"z",11,92,1,0.000476789042520914
" ",5270,93,1,0.216205128205128
"a",1630,93,1,0.0668717948717949
"b",357,93,1,0.0146461538461538
"c",563,93,1,0.0230974358974359
"d",862,93,1,0.0353641025641026
"e",2218,93,1,0.0909948717948718
"f",393,93,1,0.0161230769230769
"g",381,93,1,0.0156307692307692
"h",1054,93,1,0.0432410256410256
"i",1406,93,1,0.0576820512820513
"j",38,93,1,0.00155897435897436
"k",292,93,1,0.0119794871794872
"l",819,93,1,0.0336
"m",570,93,1,0.0233846153846154
"n",1286,93,1,0.0527589743589744
"o",1234,93,1,0.050625641025641
"p",418,93,1,0.0171487179487179
"q",27,93,1,0.00110769230769231
"r",1224,93,1,0.0502153846153846
"s",1186,93,1,0.0486564102564103
"t",1516,93,1,0.0621948717948718
"u",484,93,1,0.0198564102564103
"v",154,93,1,0.00631794871794872
"w",563,93,1,0.0230974358974359
"x",34,93,1,0.00139487179487179
"y",389,93,1,0.0159589743589744
"z",7,93,1,0.000287179487179487
" ",7345,94,1,0.215845308413412
"a",2111,94,1,0.0620353228128949
"b",393,94,1,0.0115489729348497
"c",788,94,1,0.0231567192688589
"d",1119,94,1,0.0328837168297628
"e",3203,94,1,0.0941255987540039
"f",552,94,1,0.0162214581680331
"g",455,94,1,0.0133709483087954
"h",1465,94,1,0.0430515148843633
"i",1984,94,1,0.0583032119662641
"j",91,94,1,0.00267418966175909
"k",421,94,1,0.0123718005230833
"l",966,94,1,0.028387551794058
"m",753,94,1,0.022128184783567
"n",1894,94,1,0.0556584090040848
"o",1868,94,1,0.0548943548150107
"p",591,94,1,0.0173675394516442
"q",33,94,1,0.000969761086132416
"r",1716,94,1,0.0504275764788857
"s",1847,94,1,0.0542772341238356
"t",2227,94,1,0.0654441799641482
"u",746,94,1,0.0219224778865086
"v",247,94,1,0.00725851479620324
"w",621,94,1,0.0182491404390373
"x",41,94,1,0.00120485468277058
"y",546,94,1,0.0160451379705545
"z",6,94,1,0.000176320197478621
" ",6547,95,1,0.214017194599719
"a",1953,95,1,0.0638423065607532
"b",486,95,1,0.0158870255957635
"c",611,95,1,0.0199731947304763
"d",1140,95,1,0.037265862508581
"e",2876,95,1,0.0940145794514727
"f",461,95,1,0.0150697917688209
"g",471,95,1,0.0153966852995979
"h",1373,95,1,0.0448824817756857
"i",1637,95,1,0.0535124709881991
"j",44,95,1,0.00143833153541891
"k",233,95,1,0.0076166192671047
"l",996,95,1,0.0325585956653918
"m",634,95,1,0.0207250498512634
"n",1591,95,1,0.0520087607466248
"o",1767,95,1,0.0577620868883005
"p",501,95,1,0.016377365891929
"q",24,95,1,0.000784544473864862
"r",1556,95,1,0.0508646333889052
"s",1528,95,1,0.0499493315027296
"t",2132,95,1,0.0696937007616619
"u",665,95,1,0.0217384197966722
"v",214,95,1,0.00699552155862835
"w",574,95,1,0.0187636886666013
"x",31,95,1,0.00101336994540878
"y",538,95,1,0.017586871955804
"z",8,95,1,0.000261514824621621
" ",7669,96,1,0.215409246671535
"a",2271,96,1,0.0637885512049885
"b",405,96,1,0.0113757654064378
"c",666,96,1,0.01870681422392
"d",1235,96,1,0.034689062412224
"e",3481,96,1,0.0977754058760744
"f",537,96,1,0.0150834222796472
"g",565,96,1,0.0158698949497219
"h",1572,96,1,0.0441548227627661
"i",2012,96,1,0.0565136790067974
"j",26,96,1,0.000730296050783664
"k",230,96,1,0.00646031121847087
"l",1216,96,1,0.034155384528959
"m",946,96,1,0.0265715409246672
"n",2012,96,1,0.0565136790067974
"o",1964,96,1,0.0551654401438121
"p",522,96,1,0.0146620976349643
"q",40,96,1,0.00112353238582102
"r",1806,96,1,0.0507274872198191
"s",1701,96,1,0.0477782147070389
"t",2462,96,1,0.0691534183472839
"u",720,96,1,0.0202235829447784
"v",248,96,1,0.00696590079209033
"w",661,96,1,0.0185663726756924
"x",55,96,1,0.0015448570305039
"y",567,96,1,0.015926071569013
"z",13,96,1,0.000365148025391832
" ",11344,97,1,0.210874616600056
"<U+FFFD>",1,97,1,1.85890882052235e-05
"a",3192,97,1,0.0593363695510735
"b",674,97,1,0.0125290454503207
"c",1131,97,1,0.0210242587601078
"d",1926,97,1,0.0358025838832605
"e",5219,97,1,0.0970164513430616
"f",943,97,1,0.0175295101775258
"g",764,97,1,0.0142020633887908
"h",2353,97,1,0.043740124546891
"i",3030,97,1,0.0563249372618273
"j",213,97,1,0.00395947578771261
"k",466,97,1,0.00866251510363417
"l",1754,97,1,0.0326052607119621
"m",1235,97,1,0.0229575239334511
"n",3040,97,1,0.0565108281438795
"o",2955,97,1,0.0549307556464355
"p",893,97,1,0.0166000557672646
"q",56,97,1,0.00104098893949252
"r",2585,97,1,0.0480527930105028
"s",2635,97,1,0.048982247420764
"t",3745,97,1,0.0696161353285621
"u",1256,97,1,0.0233478947857608
"v",326,97,1,0.00606004275490287
"w",1030,97,1,0.0191467608513802
"x",73,97,1,0.00135700343898132
"y",849,97,1,0.0157821358862348
"z",107,97,1,0.00198903243795892
" ",7180,98,1,0.211306983725242
"a",2194,98,1,0.0645692927984932
"b",398,98,1,0.0117131169251597
"c",827,98,1,0.0243385620530328
"d",1261,98,1,0.0371111568910209
"e",3239,98,1,0.095323582212543
"f",481,98,1,0.0141558021130698
"g",553,98,1,0.0162747579387269
"h",1560,98,1,0.0459107095559022
"i",1897,98,1,0.055828600017658
"j",34,98,1,0.00100061802878248
"k",363,98,1,0.0106830689543542
"l",1099,98,1,0.0323435062832926
"m",850,98,1,0.0250154507195621
"n",1800,98,1,0.0529738956414256
"o",1894,98,1,0.0557403101915889
"p",572,98,1,0.0168339268371641
"q",44,98,1,0.00129491744901263
"r",1667,98,1,0.0490597133523647
"s",1618,98,1,0.047617646193237
"t",2199,98,1,0.0647164425086083
"u",677,98,1,0.0199240707495806
"v",248,98,1,0.00729862562170753
"w",727,98,1,0.0213955678507313
"x",52,98,1,0.00153035698519674
"y",537,98,1,0.0158038788663586
"z",8,98,1,0.000235439536184114
" ",5213,99,1,0.204535645623259
"a",1648,99,1,0.0646604151135873
"b",285,99,1,0.0111821713030172
"c",517,99,1,0.0202848511005611
"d",963,99,1,0.0377839682975635
"e",2433,99,1,0.0954604308078628
"f",450,99,1,0.0176560599521325
"g",464,99,1,0.0182053595950877
"h",1390,99,1,0.054537607407698
"i",1447,99,1,0.0567740416683015
"j",20,99,1,0.000784713775650332
"k",233,99,1,0.00914191548632636
"l",740,99,1,0.0290344096990623
"m",519,99,1,0.0203633224781261
"n",1465,99,1,0.0574802840663868
"o",1463,99,1,0.0574018126888218
"p",405,99,1,0.0158904539569192
"q",28,99,1,0.00109859928591046
"r",1278,99,1,0.0501432102640562
"s",1164,99,1,0.0456703417428493
"t",1805,99,1,0.0708204182524424
"u",520,99,1,0.0204025581669086
"v",164,99,1,0.00643465296033272
"w",509,99,1,0.0199709655903009
"x",24,99,1,0.000941656530780398
"y",335,99,1,0.0131439557421431
"z",5,99,1,0.000196178443912583
" ",6239,100,1,0.223052447177434
"a",1757,100,1,0.0628150584533982
"b",301,100,1,0.0107611454720961
"c",573,100,1,0.0204855028422295
"d",947,100,1,0.0338564942261628
"e",2626,100,1,0.0938829501984198
"f",435,100,1,0.0155518215294412
"g",419,100,1,0.0149798005076687
"h",1286,100,1,0.0459761896249687
"i",1529,100,1,0.0546637588931393
"j",45,100,1,0.0016088091237353
"k",260,100,1,0.00929534160380394
"l",951,100,1,0.033999499481606
"m",744,100,1,0.0265989775124236
"n",1479,100,1,0.0528761932001001
"o",1589,100,1,0.0568088377247864
"p",423,100,1,0.0151228057631118
"q",36,100,1,0.00128704729898824
"r",1322,100,1,0.047263236923957
"s",1336,100,1,0.0477637553180079
"t",1802,100,1,0.0644238675771335
"u",648,100,1,0.0231668513817883
"v",192,100,1,0.0068642522612706
"w",547,100,1,0.0195559686818491
"x",28,100,1,0.00100103678810196
"y",450,100,1,0.016088091237353
"z",7,100,1,0.000250259197025491
" ",6377,101,1,0.212085938539311
"a",1813,101,1,0.0602966609019556
"b",452,101,1,0.0150325927896767
"c",575,101,1,0.0191233204735932
"d",1063,101,1,0.0353531994146601
"e",2994,101,1,0.0995742982572835
"f",473,101,1,0.015731009711321
"g",443,101,1,0.0147332712518292
"h",1310,101,1,0.0435679127311427
"i",1738,101,1,0.057802314753226
"j",30,101,1,0.000997738459491818
"k",270,101,1,0.00897964613542637
"l",1026,101,1,0.0341226553146202
"m",665,101,1,0.0221165358520686
"n",1706,101,1,0.0567380603964347
"o",1722,101,1,0.0572701875748304
"p",436,101,1,0.0145004656112811
"q",29,101,1,0.000964480510842091
"r",1514,101,1,0.0503525342556871
"s",1402,101,1,0.0466276440069177
"t",2014,101,1,0.0669815085805508
"u",627,101,1,0.020852733803379
"v",214,101,1,0.00711720101104164
"w",626,101,1,0.0208194758547293
"x",50,101,1,0.00166289743248636
"y",494,101,1,0.0164294266329653
"z",5,101,1,0.000166289743248636
" ",7076,102,1,0.21293370647889
"a",2183,102,1,0.065691673437453
"b",359,102,1,0.0108031657187566
"c",665,102,1,0.0200114351057747
"d",1121,102,1,0.0337335620354488
"e",3267,102,1,0.0983118172790467
"f",539,102,1,0.0162197947699437
"g",537,102,1,0.0161596100027083
"h",1513,102,1,0.0455297764135897
"i",1869,102,1,0.0562426649814932
"j",16,102,1,0.000481478137883302
"k",301,102,1,0.00905780746892961
"l",1135,102,1,0.0341548554060967
"m",805,102,1,0.0242243688122536
"n",1774,102,1,0.0533838885378111
"o",1809,102,1,0.0544371219644308
"p",473,102,1,0.0142336974511751
"q",33,102,1,0.00099304865938431
"r",1613,102,1,0.0485390147753604
"s",1638,102,1,0.049291324365803
"t",2281,102,1,0.0686407270319882
"u",654,102,1,0.01968041888598
"v",263,102,1,0.00791429689145677
"w",683,102,1,0.0205530980108934
"x",50,102,1,0.00150461918088532
"y",563,102,1,0.0169420119767687
"z",11,102,1,0.00033101621979477
" ",5854,103,1,0.210333429146306
"a",1799,103,1,0.0646378269617706
"b",307,103,1,0.0110304685254383
"c",675,103,1,0.0242526588100029
"d",960,103,1,0.0344926703075596
"e",2621,103,1,0.0941721759126186
"f",459,103,1,0.016491807990802
"g",474,103,1,0.0170307559643576
"h",1376,103,1,0.0494394941075022
"i",1612,103,1,0.0579189422247772
"j",21,103,1,0.000754527162977867
"k",310,103,1,0.0111382581201495
"l",769,103,1,0.0276300661109514
"m",629,103,1,0.0225998850244323
"n",1469,103,1,0.052780971543547
"o",1609,103,1,0.0578111526300661
"p",486,103,1,0.0174619143432021
"q",20,103,1,0.000718597298074159
"r",1300,103,1,0.0467088243748204
"s",1288,103,1,0.0462776659959759
"t",2005,103,1,0.0720393791319345
"u",551,103,1,0.0197973555619431
"v",175,103,1,0.00628772635814889
"w",608,103,1,0.0218453578614544
"x",37,103,1,0.00132940500143719
"y",411,103,1,0.014767174475424
"z",7,103,1,0.000251509054325956
" ",6165,104,1,0.213876843018213
"a",1754,104,1,0.0608499566348656
"b",300,104,1,0.01040763226366
"c",642,104,1,0.0222723330442324
"d",901,104,1,0.0312575888985256
"e",2711,104,1,0.094050303555941
"f",478,104,1,0.016582827406765
"g",502,104,1,0.0174154379878578
"h",1360,104,1,0.0471812662619254
"i",1703,104,1,0.0590806591500434
"j",30,104,1,0.001040763226366
"k",301,104,1,0.0104423243712056
"l",918,104,1,0.0318473547267997
"m",699,104,1,0.0242497831743278
"n",1574,104,1,0.0546053772766696
"o",1652,104,1,0.0573113616652212
"p",482,104,1,0.0167215958369471
"q",23,104,1,0.000797918473547268
"r",1335,104,1,0.0463139635732871
"s",1405,104,1,0.0487424111014744
"t",2036,104,1,0.070633130962706
"u",576,104,1,0.0199826539462272
"v",233,104,1,0.00808326105810928
"w",559,104,1,0.0193928881179532
"x",43,104,1,0.00149176062445794
"y",435,104,1,0.015091066782307
"z",8,104,1,0.000277536860364267
" ",6761,105,1,0.213976010380732
"a",1853,105,1,0.0586448080513973
"b",324,105,1,0.0102541380510808
"c",730,105,1,0.0231034591891635
"d",1052,105,1,0.0332943000917809
"e",3021,105,1,0.0956103427540589
"f",512,105,1,0.0162040700066462
"g",518,105,1,0.0163939614520366
"h",1458,105,1,0.0461436212298636
"i",1889,105,1,0.0597841567237396
"j",53,105,1,0.00167737443428174
"k",342,105,1,0.010823812387252
"l",995,105,1,0.0314903313605722
"m",784,105,1,0.024812482197677
"n",1701,105,1,0.0538342247681742
"o",1848,105,1,0.0584865651802386
"p",568,105,1,0.0179763901636231
"q",22,105,1,0.000696268633098079
"r",1533,105,1,0.0485172642972434
"s",1538,105,1,0.0486755071684021
"t",2102,105,1,0.0665253030350983
"u",632,105,1,0.0200018989144539
"v",234,105,1,0.00740576637022502
"w",622,105,1,0.0196854131721366
"x",41,105,1,0.00129759154350097
"y",457,105,1,0.014463398423901
"z",7,105,1,0.000221540019622116
" ",6283,106,1,0.223960932487346
"a",1718,106,1,0.0612390389962216
"b",282,106,1,0.0100520424894846
"c",540,106,1,0.0192485920011407
"d",975,106,1,0.0347544022242817
"e",2685,106,1,0.0957082768945605
"f",440,106,1,0.0156840379268554
"g",423,106,1,0.0150780637342268
"h",1223,106,1,0.0435944963285093
"i",1567,106,1,0.0558565623440508
"j",22,106,1,0.000784201896342767
"k",176,106,1,0.00627361517074214
"l",1070,106,1,0.0381407285948528
"m",694,106,1,0.02473800527554
"n",1524,106,1,0.0543238040921081
"o",1613,106,1,0.057496257218222
"p",456,106,1,0.016254366578741
"q",29,106,1,0.00103372068154274
"r",1287,106,1,0.0458758109360519
"s",1392,106,1,0.0496185927140515
"t",1904,106,1,0.0678691095743922
"u",557,106,1,0.0198545661937692
"v",199,106,1,0.00709346260782776
"w",504,106,1,0.0179653525343979
"x",41,106,1,0.00146146717045698
"y",443,106,1,0.0157909745490839
"z",7,106,1,0.000249518785199972
" ",6695,107,1,0.229453697991638
"a",1729,107,1,0.0592569744327918
"b",348,107,1,0.0119267941599835
"c",588,107,1,0.0201521694427308
"d",1034,107,1,0.0354376585098362
"e",2696,107,1,0.0923983823428611
"f",427,107,1,0.0146343135238879
"g",448,107,1,0.0153540338611282
"h",1354,107,1,0.0464048255534992
"i",1660,107,1,0.056892179039002
"j",23,107,1,0.000788265131263281
"k",304,107,1,0.0104188086914799
"l",892,107,1,0.0305709781342107
"m",692,107,1,0.0237164987319213
"n",1523,107,1,0.0521968606484337
"o",1675,107,1,0.0574062649941737
"p",463,107,1,0.0158681198163
"q",28,107,1,0.000959627116320516
"r",1343,107,1,0.0460278291863733
"s",1422,107,1,0.0487353485502776
"t",1936,107,1,0.0663513606141614
"u",578,107,1,0.0198094454726164
"v",188,107,1,0.00644321063815203
"w",562,107,1,0.0192610871204332
"x",42,107,1,0.00143944067448077
"y",522,107,1,0.0178901912399753
"z",6,107,1,0.000205634382068682
" ",7940,108,1,0.220764054940777
"a",2181,108,1,0.0606406050158483
"b",389,108,1,0.0108157704498693
"c",661,108,1,0.018378468553634
"d",1291,108,1,0.035895011955736
"e",3364,108,1,0.0935327809597954
"f",508,108,1,0.0141244508702664
"g",611,108,1,0.0169882666963243
"h",1580,108,1,0.0439303786909859
"i",2097,108,1,0.058305065895568
"j",62,108,1,0.001723850303064
"k",270,108,1,0.00750709002947228
"l",1254,108,1,0.0348662625813268
"m",952,108,1,0.0264694433631763
"n",1910,108,1,0.0531057109492298
"o",2101,108,1,0.0584162820441528
"p",554,108,1,0.0154034365789913
"q",38,108,1,0.00105655341155536
"r",1777,108,1,0.0494077740087861
"s",1783,108,1,0.0495745982316632
"t",2360,108,1,0.065617527665017
"u",729,108,1,0.0202691430795752
"v",255,108,1,0.00709002947227937
"w",695,108,1,0.0193238058166046
"x",42,108,1,0.00116776956014013
"y",554,108,1,0.0154034365789913
"z",8,108,1,0.000222432297169549
" ",4695,109,1,0.221347414077601
"a",1424,109,1,0.0671349771345057
"b",229,109,1,0.01079628494649
